"did","card_id","d_day","d_status","f_day"
497,"440403195203311817","2020-01-25",1,"2020-01-25"
498,"230306196005211179","2020-01-25",1,"2020-01-25"
499,"340882200801280579","2020-01-25",1,"2020-01-25"
500,"610303199810251013","2020-01-25",1,"2020-01-25"
501,"53250219961102472X","2020-01-25",1,"2020-01-25"
502,"511525200808052500","2020-01-25",1,"2020-01-25"
503,"610824198312180288","2020-01-25",1,"2020-01-25"
504,"140321199203211431","2020-01-25",1,"2020-01-25"
505,"410108194107144954","2020-01-25",1,"2020-01-25"
506,"140927200607014254","2020-01-25",1,"2020-01-25"
507,"152530201307160756","2020-01-25",1,"2020-01-25"
508,"330683200311023119","2020-01-25",1,"2020-01-25"
509,"430525194907121912","2020-01-25",1,"2020-01-25"
510,"511781197405052191","2020-01-25",1,"2020-01-25"
511,"653222193105093415","2020-01-25",1,"2020-01-25"
512,"54023219591014045X","2020-01-25",1,"2020-01-25"
513,"130533193111221728","2020-01-25",1,"2020-01-25"
514,"652929198012120351","2020-01-25",1,"2020-01-25"
515,"610929194206221858","2020-01-25",1,"2020-01-25"
516,"653124193612033713","2020-01-25",1,"2020-01-25"
517,"370830201005204755","2020-01-25",1,"2020-01-25"
518,"411422195509191330","2020-01-25",1,"2020-01-25"
519,"370214200606292693","2020-01-25",1,"2020-01-25"
520,"230805200010313196","2020-01-25",1,"2020-01-25"
521,"500237201505144097","2020-01-25",1,"2020-01-25"
522,"341102197509223864","2020-01-25",1,"2020-01-25"
523,"130431199509174334","2020-01-25",1,"2020-01-25"
524,"370112201611071517","2020-01-25",1,"2020-01-25"
525,"61048120040723407X","2020-01-25",1,"2020-01-25"
526,"110114195202010533","2020-01-25",1,"2020-01-25"
527,"500110194803292065","2020-01-25",1,"2020-01-25"
528,"130581194703270297","2020-01-25",1,"2020-01-25"
529,"370323200503141384","2020-01-25",1,"2020-01-25"
530,"320509197901161532","2020-01-25",1,"2020-01-25"
531,"510129196812200741","2020-01-25",1,"2020-01-25"
532,"540528201003081556","2020-01-25",1,"2020-01-25"
533,"512022193508091219","2020-01-25",1,"2020-01-25"
534,"330104199901070144","2020-01-25",1,"2020-01-25"
535,"360603200001300196","2020-01-25",1,"2020-01-25"
536,"210782196603211448","2020-01-25",1,"2020-01-25"
537,"440514194807252950","2020-01-25",1,"2020-01-25"
538,"340506196006040371","2020-01-25",1,"2020-01-25"
539,"361104199505134536","2020-01-25",1,"2020-01-25"
540,"32080319641219154X","2020-01-25",1,"2020-01-25"
541,"611022197310024150","2020-01-25",1,"2020-01-25"
542,"430407199201043048","2020-01-25",1,"2020-01-25"
543,"370785196412231263","2020-01-25",1,"2020-01-25"
544,"11011619970630398X","2020-01-25",1,"2020-01-25"
545,"450502198604130747","2020-01-25",1,"2020-01-25"
546,"230422197405164287","2020-01-25",1,"2020-01-25"
547,"411426196408163613","2020-01-25",1,"2020-01-25"
548,"640302196304234347","2020-01-25",1,"2020-01-25"
549,"530381194008294979","2020-01-25",1,"2020-01-25"
550,"130224198908181997","2020-01-25",1,"2020-01-25"
551,"371102195003213876","2020-01-25",1,"2020-01-25"
552,"42020519610620297X","2020-01-25",1,"2020-01-25"
553,"420923200008173327","2020-01-25",1,"2020-01-25"
554,"360202194212274323","2020-01-25",1,"2020-01-25"
555,"15092119370130024X","2020-01-25",1,"2020-01-25"
556,"420324195809250003","2020-01-25",1,"2020-01-25"
557,"370306195908093245","2020-01-25",1,"2020-01-25"
558,"610526195211113636","2020-01-25",1,"2020-01-25"
559,"513332200806093813","2020-01-25",1,"2020-01-25"
560,"130930196501014691","2020-01-25",1,"2020-01-25"
561,"653129194503301252","2020-01-25",1,"2020-01-25"
562,"450503195709293836","2020-01-25",1,"2020-01-25"
563,"610116197511024015","2020-01-25",1,"2020-01-25"
564,"150422194411063251","2020-01-25",1,"2020-01-25"
565,"36098319830117234X","2020-01-25",1,"2020-01-25"
566,"513331195507152801","2020-01-25",1,"2020-01-25"
567,"140311193808013163","2020-01-25",1,"2020-01-25"
568,"440902193207144798","2020-01-25",1,"2020-01-25"
569,"512021198612050288","2020-01-25",1,"2020-01-25"
570,"520103196210202924","2020-01-25",1,"2020-01-25"
571,"430182199505260432","2020-01-25",1,"2020-01-25"
572,"210505201208200431","2020-01-25",1,"2020-01-25"
573,"450225199908312040","2020-01-25",1,"2020-01-25"
574,"433122200207060071","2020-01-25",1,"2020-01-25"
575,"621121201103292136","2020-01-25",1,"2020-01-25"
576,"522702198111243402","2020-01-25",1,"2020-01-25"
577,"140681199402074890","2020-01-25",1,"2020-01-25"
578,"540425201101223365","2020-01-25",1,"2020-01-25"
579,"341225198606113784","2020-01-25",1,"2020-01-25"
580,"370783194204064673","2020-01-25",1,"2020-01-25"
581,"620621200807230912","2020-01-25",1,"2020-01-25"
582,"13063819551017286X","2020-01-25",1,"2020-01-25"
583,"230224197306102576","2020-01-25",1,"2020-01-25"
584,"430802195701011490","2020-01-25",1,"2020-01-25"
585,"411323194011123978","2020-01-25",1,"2020-01-25"
586,"330522199706293558","2020-01-25",1,"2020-01-25"
587,"140703193610203262","2020-01-25",1,"2020-01-25"
588,"35010319500505185X","2020-01-25",1,"2020-01-25"
589,"370502193203292777","2020-01-25",1,"2020-01-25"
590,"410402200311292096","2020-01-25",1,"2020-01-25"
591,"230206198805150953","2020-01-25",1,"2020-01-25"
592,"370402199402270468","2020-01-25",1,"2020-01-25"
593,"220723195607120591","2020-01-25",1,"2020-01-25"
594,"510115194307312948","2020-01-25",1,"2020-01-25"
595,"232721199003224452","2020-01-25",1,"2020-01-25"
596,"53062120130814035X","2020-01-25",1,"2020-01-25"
597,"371402200410271993","2020-01-25",1,"2020-01-25"
598,"341024200905313658","2020-01-25",1,"2020-01-25"
599,"340123196506142782","2020-01-25",1,"2020-01-25"
600,"210422197909022131","2020-01-25",1,"2020-01-25"
601,"210602201711020338","2020-01-25",1,"2020-01-25"
602,"640381200207031884","2020-01-25",1,"2020-01-25"
603,"530827194601250036","2020-01-25",1,"2020-01-25"
604,"451324196811094434","2020-01-25",1,"2020-01-25"
605,"530923199411282689","2020-01-25",1,"2020-01-25"
606,"440229198509100605","2020-01-25",1,"2020-01-25"
607,"441303200008013231","2020-01-25",1,"2020-01-25"
608,"510504194505013511","2020-01-25",1,"2020-01-25"
609,"150727198409164690","2020-01-25",1,"2020-01-25"
610,"140311198706150506","2020-01-25",1,"2020-01-25"
611,"130902198902271393","2020-01-25",1,"2020-01-25"
612,"420683199707292880","2020-01-25",1,"2020-01-25"
613,"330212198901311957","2020-01-25",1,"2020-01-25"
614,"371422196202111078","2020-01-25",1,"2020-01-25"
615,"451425199001034689","2020-01-25",1,"2020-01-25"
616,"33060219470804355X","2020-01-25",1,"2020-01-25"
617,"331024194310153245","2020-01-25",1,"2020-01-25"
618,"222426194706180143","2020-01-25",1,"2020-01-25"
619,"420281194112010103","2020-01-25",1,"2020-01-25"
620,"410404196109102782","2020-01-25",1,"2020-01-25"
621,"511623200102211998","2020-01-25",1,"2020-01-25"
622,"370502201102033677","2020-01-25",1,"2020-01-25"
623,"130121200803212668","2020-01-25",1,"2020-01-25"
624,"522730199511292609","2020-01-25",1,"2020-01-25"
625,"210402197901013139","2020-01-25",1,"2020-01-25"
626,"610728197210090738","2020-01-25",1,"2020-01-25"
627,"445102195909230551","2020-01-25",1,"2020-01-25"
628,"330383193407192890","2020-01-25",1,"2020-01-25"
629,"231002198502242951","2020-01-25",1,"2020-01-25"
630,"652825198808203231","2020-01-25",1,"2020-01-25"
631,"510726193906204591","2020-01-25",1,"2020-01-25"
632,"411425198806103109","2020-01-25",1,"2020-01-25"
633,"320703198010234256","2020-01-25",1,"2020-01-25"
634,"410323195212093430","2020-01-25",1,"2020-01-25"
635,"150722197308022371","2020-01-25",1,"2020-01-25"
636,"650106196508134854","2020-01-25",1,"2020-01-25"
637,"331125198203204019","2020-01-25",1,"2020-01-25"
638,"410611195910282459","2020-01-25",1,"2020-01-25"
639,"640121199903052328","2020-01-25",1,"2020-01-25"
640,"130723200610081791","2020-01-25",1,"2020-01-25"
641,"621002199110223687","2020-01-25",1,"2020-01-25"
642,"370911201706291341","2020-01-25",1,"2020-01-25"
643,"130521197804120383","2020-01-25",1,"2020-01-25"
644,"211321200710211617","2020-01-25",1,"2020-01-25"
645,"231005196101090053","2020-01-25",1,"2020-01-25"
646,"430405194711051050","2020-01-25",1,"2020-01-25"
647,"65900219390329179X","2020-01-25",1,"2020-01-25"
648,"371311198112091266","2020-01-25",1,"2020-01-25"
649,"52010219640816287X","2020-01-25",1,"2020-01-25"
650,"330681193410144893","2020-01-25",1,"2020-01-25"
651,"430481193510090071","2020-01-25",1,"2020-01-25"
652,"370982194802133354","2020-01-25",1,"2020-01-25"
653,"13028119570618435X","2020-01-25",1,"2020-01-25"
654,"230112195905021073","2020-01-25",1,"2020-01-25"
655,"510302194208082736","2020-01-25",1,"2020-01-25"
656,"23088120121020194X","2020-01-25",1,"2020-01-25"
657,"350582198309161231","2020-01-25",1,"2020-01-25"
658,"340405201112193306","2020-01-25",1,"2020-01-25"
659,"360727201207270659","2020-01-25",1,"2020-01-25"
660,"330102199611121270","2020-01-25",1,"2020-01-25"
661,"431221194302281330","2020-01-25",1,"2020-01-25"
662,"44081119741217125X","2020-01-25",1,"2020-01-25"
663,"211402195302224112","2020-01-25",1,"2020-01-25"
664,"440282200509093259","2020-01-25",1,"2020-01-25"
665,"530721201502043911","2020-01-25",1,"2020-01-25"
666,"610625194501103051","2020-01-25",1,"2020-01-25"
667,"640422199904061261","2020-01-25",1,"2020-01-25"
668,"420112194611094219","2020-01-25",1,"2020-01-25"
669,"350505200410081700","2020-01-25",1,"2020-01-25"
670,"421281196912110305","2020-01-25",1,"2020-01-25"
671,"340222195110290695","2020-01-25",1,"2020-01-25"
672,"330182198805124987","2020-01-25",1,"2020-01-25"
673,"330182193202214390","2020-01-25",1,"2020-01-25"
674,"140727196001264179","2020-01-25",1,"2020-01-25"
675,"130530195507132051","2020-01-25",1,"2020-01-25"
676,"530825200811141378","2020-01-25",1,"2020-01-25"
677,"450821201409040658","2020-01-25",1,"2020-01-25"
678,"341023198108291680","2020-01-25",1,"2020-01-25"
679,"451022199603270549","2020-01-25",1,"2020-01-25"
680,"621123197207010360","2020-01-25",1,"2020-01-25"
681,"513430200505024913","2020-01-25",1,"2020-01-25"
682,"420602197001033396","2020-01-25",1,"2020-01-25"
683,"441203201308273464","2020-01-25",1,"2020-01-25"
684,"540232195409150726","2020-01-25",1,"2020-01-25"
685,"520103197506301539","2020-01-25",1,"2020-01-25"
686,"410727194211114909","2020-01-25",1,"2020-01-25"
687,"510421197305032640","2020-01-25",1,"2020-01-25"
688,"530115201111142226","2020-01-25",1,"2020-01-25"
689,"510129194410163707","2020-01-25",1,"2020-01-25"
690,"411003200402234268","2020-01-25",1,"2020-01-25"
691,"451028193005052382","2020-01-25",1,"2020-01-25"
692,"420682201002090887","2020-01-25",1,"2020-01-25"
693,"410306193704134168","2020-01-25",1,"2020-01-25"
694,"150603193106033424","2020-01-25",1,"2020-01-25"
695,"441581199201293938","2020-01-25",1,"2020-01-25"
696,"653227200706170070","2020-01-25",1,"2020-01-25"
697,"450821197305112929","2020-01-25",1,"2020-01-25"
698,"350981198301054779","2020-01-25",1,"2020-01-25"
699,"371502195905264738","2020-01-25",1,"2020-01-25"
700,"231002194105043539","2020-01-25",1,"2020-01-25"
701,"513433195307270051","2020-01-25",1,"2020-01-25"
702,"230224194606073953","2020-01-25",1,"2020-01-25"
703,"522635201704113423","2020-01-25",1,"2020-01-25"
704,"350206194211184266","2020-01-25",1,"2020-01-25"
705,"130804199412303067","2020-01-25",1,"2020-01-25"
706,"220502200710074539","2020-01-25",1,"2020-01-25"
707,"533123196212194139","2020-01-25",1,"2020-01-25"
708,"441324198101043314","2020-01-25",1,"2020-01-25"
709,"361127199008093547","2020-01-25",1,"2020-01-25"
710,"421023201105142457","2020-01-25",1,"2020-01-25"
711,"522623194108200733","2020-01-25",1,"2020-01-25"
712,"410526199906273530","2020-01-25",1,"2020-01-25"
713,"220112193509040220","2020-01-25",1,"2020-01-25"
714,"520304201601152187","2020-01-25",1,"2020-01-25"
715,"330521196203171612","2020-01-25",1,"2020-01-25"
716,"410804196901090238","2020-01-25",1,"2020-01-25"
717,"410404198609184234","2020-01-25",1,"2020-01-25"
718,"420381193007124361","2020-01-25",1,"2020-01-25"
719,"22060219430514377X","2020-01-25",1,"2020-01-25"
720,"220523201405122510","2020-01-25",1,"2020-01-25"
721,"341322197007030620","2020-01-25",1,"2020-01-25"
722,"522632197605071733","2020-01-25",1,"2020-01-25"
723,"360722199108294522","2020-01-25",1,"2020-01-25"
724,"451082196206071282","2020-01-25",1,"2020-01-25"
725,"370522197512011194","2020-01-25",1,"2020-01-25"
726,"53052420110531320X","2020-01-25",1,"2020-01-25"
727,"431081196004241503","2020-01-25",1,"2020-01-25"
728,"500231197309174849","2020-01-25",1,"2020-01-25"
729,"371721198407024153","2020-01-25",1,"2020-01-25"
730,"632324193112312317","2020-01-25",1,"2020-01-25"
731,"130602193205024558","2020-01-25",1,"2020-01-25"
732,"610528199101223149","2020-01-25",1,"2020-01-25"
733,"451081200109254493","2020-01-25",1,"2020-01-25"
734,"450304198210222552","2020-01-25",1,"2020-01-25"
735,"341002196412254859","2020-01-25",1,"2020-01-25"
736,"520626194606073447","2020-01-25",1,"2020-01-25"
737,"130609197905262277","2020-01-25",1,"2020-01-25"
738,"141033193503314427","2020-01-25",1,"2020-01-25"
739,"441202193110064241","2020-01-25",1,"2020-01-25"
740,"430424196901253022","2020-01-25",1,"2020-01-25"
741,"451203193803234352","2020-01-25",1,"2020-01-25"
742,"150782194101210212","2020-01-25",1,"2020-01-25"
743,"230281197901210106","2020-01-25",1,"2020-01-25"
744,"370203198508153260","2020-01-25",1,"2020-01-25"
745,"130627199108203436","2020-01-25",1,"2020-01-25"
746,"513333200106014842","2020-01-25",1,"2020-01-25"
747,"540124200805123699","2020-01-25",1,"2020-01-25"
748,"650422196903141700","2020-01-25",1,"2020-01-25"
749,"540524198706243531","2020-01-25",1,"2020-01-25"
750,"340223200711183414","2020-01-25",1,"2020-01-25"
751,"150724193407251000","2020-01-25",1,"2020-01-25"
752,"130127196811271990","2020-01-25",1,"2020-01-25"
753,"21091119771202326X","2020-01-25",1,"2020-01-25"
754,"620502199303304332","2020-01-25",1,"2020-01-25"
755,"36080219980721347X","2020-01-25",1,"2020-01-25"
756,"440311198301062701","2020-01-25",1,"2020-01-25"
757,"431225200011051977","2020-01-25",1,"2020-01-25"
758,"150103196101134572","2020-01-25",1,"2020-01-25"
759,"510132199812050052","2020-01-25",1,"2020-01-25"
760,"320305193401201871","2020-01-25",1,"2020-01-25"
761,"210423201404254493","2020-01-25",1,"2020-01-25"
762,"411624198112174556","2020-01-25",1,"2020-01-25"
763,"340802201102063594","2020-01-25",1,"2020-01-25"
764,"330802194106230308","2020-01-25",1,"2020-01-25"
765,"430203194405244563","2020-01-25",1,"2020-01-25"
766,"511902201007052078","2020-01-25",1,"2020-01-25"
767,"140828193208061772","2020-01-25",1,"2020-01-25"
768,"150204193508023717","2020-01-25",1,"2020-01-25"
769,"500235195603053032","2020-01-25",1,"2020-01-25"
770,"330502200303072515","2020-01-25",1,"2020-01-25"
771,"140428195709214527","2020-01-25",1,"2020-01-25"
772,"411627194105150055","2020-01-25",1,"2020-01-25"
773,"520522201005014291","2020-01-25",1,"2020-01-25"
774,"130128196411092455","2020-01-25",1,"2020-01-25"
775,"410327199904022194","2020-01-25",1,"2020-01-25"
776,"420504196202240220","2020-01-25",1,"2020-01-25"
777,"211103199903052297","2020-01-25",1,"2020-01-25"
778,"350624196902013259","2020-01-25",1,"2020-01-25"
779,"130203198901023169","2020-01-25",1,"2020-01-25"
780,"440233198507103655","2020-01-25",1,"2020-01-25"
781,"440308198112100512","2020-01-25",1,"2020-01-25"
782,"340302201409174128","2020-01-25",1,"2020-01-25"
783,"110117195004292655","2020-01-25",1,"2020-01-25"
784,"422827199202014342","2020-01-25",1,"2020-01-25"
785,"632723199212102117","2020-01-25",1,"2020-01-25"
786,"45142120140816309X","2020-01-25",1,"2020-01-25"
787,"610222198604213824","2020-01-25",1,"2020-01-25"
788,"330383198911190782","2020-01-25",1,"2020-01-25"
789,"431121194401050444","2020-01-25",1,"2020-01-25"
790,"530924197508113985","2020-01-25",1,"2020-01-25"
791,"530481196410103653","2020-01-25",1,"2020-01-25"
792,"41120320070329285X","2020-01-25",1,"2020-01-25"
793,"652827201008240672","2020-01-25",1,"2020-01-25"
794,"210381201512070032","2020-01-25",1,"2020-01-25"
795,"15080220140108439X","2020-01-25",1,"2020-01-25"
796,"530826193907154951","2020-01-25",1,"2020-01-25"
797,"150103194910212148","2020-01-25",1,"2020-01-25"
798,"510116196301243481","2020-01-25",1,"2020-01-25"
799,"320611201010280171","2020-01-25",1,"2020-01-25"
800,"360732196601292618","2020-01-25",1,"2020-01-25"
801,"330211195311161899","2020-01-25",1,"2020-01-25"
802,"330702201508023835","2020-01-25",1,"2020-01-25"
803,"513301197204070041","2020-01-25",1,"2020-01-25"
804,"620823195807064088","2020-01-25",1,"2020-01-25"
805,"410804196310263096","2020-01-25",1,"2020-01-25"
806,"632822199410210425","2020-01-25",1,"2020-01-25"
807,"36073419610307168X","2020-01-25",1,"2020-01-25"
808,"533323194909144336","2020-01-25",1,"2020-01-25"
809,"440232201304254590","2020-01-25",1,"2020-01-25"
810,"211403197510234695","2020-01-25",1,"2020-01-25"
811,"370786193012044912","2020-01-25",1,"2020-01-25"
812,"520327199703140392","2020-01-25",1,"2020-01-25"
813,"440785195611281793","2020-01-25",1,"2020-01-25"
814,"32132419990222039X","2020-01-25",1,"2020-01-25"
815,"370703196007291233","2020-01-25",1,"2020-01-25"
816,"230718195108260611","2020-01-25",1,"2020-01-25"
817,"410329197102081460","2020-01-25",1,"2020-01-25"
818,"533325200802240759","2020-01-25",1,"2020-01-25"
819,"620821198809064779","2020-01-25",1,"2020-01-25"
820,"371311200901103055","2020-01-25",1,"2020-01-25"
821,"630203201202113969","2020-01-25",1,"2020-01-25"
822,"370828193204043270","2020-01-25",1,"2020-01-25"
823,"220581199110072978","2020-01-25",1,"2020-01-25"
824,"522723197010022309","2020-01-25",1,"2020-01-25"
825,"430321195604260833","2020-01-25",1,"2020-01-25"
826,"140524196302121294","2020-01-25",1,"2020-01-25"
827,"211404197901182278","2020-01-25",1,"2020-01-25"
828,"210404194605283934","2020-01-25",1,"2020-01-25"
829,"511011194310223479","2020-01-25",1,"2020-01-25"
830,"150525196712153633","2020-01-25",1,"2020-01-25"
831,"330111195102093572","2020-01-25",1,"2020-01-25"
832,"610115193806104157","2020-01-25",1,"2020-01-25"
833,"530927200807063053","2020-01-25",1,"2020-01-25"
834,"130706194505302607","2020-01-25",1,"2020-01-25"
835,"370781193304273205","2020-01-25",1,"2020-01-25"
836,"51030420160510261X","2020-01-25",1,"2020-01-25"
837,"152527196506021212","2020-01-25",1,"2020-01-25"
838,"230306198603300250","2020-01-25",1,"2020-01-25"
839,"210114200101223238","2020-01-25",1,"2020-01-25"
840,"430406195108230055","2020-01-25",1,"2020-01-25"
841,"13022719671121496X","2020-01-25",1,"2020-01-25"
842,"37068319830721004X","2020-01-25",1,"2020-01-25"
843,"511502196604020474","2020-01-25",1,"2020-01-25"
844,"330411196710134332","2020-01-25",1,"2020-01-25"
845,"520381200103294615","2020-01-25",1,"2020-01-25"
846,"331102199211092176","2020-01-25",1,"2020-01-25"
847,"522728196409200450","2020-01-25",1,"2020-01-25"
848,"421024199509261977","2020-01-25",1,"2020-01-25"
849,"520123193201293870","2020-01-25",1,"2020-01-25"
850,"360983197904183975","2020-01-25",1,"2020-01-25"
851,"13090319380318452X","2020-01-25",1,"2020-01-25"
852,"530502194202282977","2020-01-25",1,"2020-01-25"
853,"150703195508274460","2020-01-25",1,"2020-01-25"
854,"230231196512024010","2020-01-25",1,"2020-01-25"
855,"131128198004152975","2020-01-25",1,"2020-01-25"
856,"150603199906030608","2020-01-25",1,"2020-01-25"
857,"350623197406033443","2020-01-25",1,"2020-01-25"
858,"510504193909211966","2020-01-25",1,"2020-01-25"
859,"340321199508021855","2020-01-25",1,"2020-01-25"
860,"131026201709281562","2020-01-25",1,"2020-01-25"
861,"653223193306081652","2020-01-25",1,"2020-01-25"
862,"42282519881119111X","2020-01-25",1,"2020-01-25"
863,"511002193110251837","2020-01-25",1,"2020-01-25"
864,"231226200111052335","2020-01-25",1,"2020-01-25"
865,"540225194007034871","2020-01-25",1,"2020-01-25"
866,"510604195905010766","2020-01-25",1,"2020-01-25"
867,"51011619820205203X","2020-01-25",1,"2020-01-25"
868,"130523193509272573","2020-01-25",1,"2020-01-25"
869,"330702199302043355","2020-01-25",1,"2020-01-25"
870,"130927200908194234","2020-01-25",1,"2020-01-25"
871,"222402193311283169","2020-01-25",1,"2020-01-25"
872,"350124201210301635","2020-01-25",1,"2020-01-25"
873,"441581200002290975","2020-01-25",1,"2020-01-25"
874,"532901193212254446","2020-01-25",1,"2020-01-25"
875,"340403194509010322","2020-01-25",1,"2020-01-25"
876,"510131198002103369","2020-01-25",1,"2020-01-25"
877,"330328199203224515","2020-01-25",1,"2020-01-25"
878,"371403198308044950","2020-01-25",1,"2020-01-25"
879,"45022419380219154X","2020-01-25",1,"2020-01-25"
880,"430682197706164832","2020-01-25",1,"2020-01-25"
881,"430523198410033832","2020-01-25",1,"2020-01-25"
882,"23080319690504313X","2020-01-25",1,"2020-01-25"
883,"370281198802061315","2020-01-25",1,"2020-01-25"
884,"440703198901060429","2020-01-25",1,"2020-01-25"
885,"230523196807221544","2020-01-25",1,"2020-01-25"
886,"410811195302283547","2020-01-25",1,"2020-01-25"
887,"41132119910210035X","2020-01-25",1,"2020-01-25"
888,"411328196301204494","2020-01-25",1,"2020-01-25"
889,"140725195810104995","2020-01-25",1,"2020-01-25"
890,"640522193207132114","2020-01-25",1,"2020-01-25"
891,"110111197501172022","2020-01-25",1,"2020-01-25"
892,"530723199708141317","2020-01-25",1,"2020-01-25"
893,"360729194112091084","2020-01-25",1,"2020-01-25"
894,"220524199305261616","2020-01-25",1,"2020-01-25"
895,"370481200505121941","2020-01-25",1,"2020-01-25"
896,"130424196803271736","2020-01-25",1,"2020-01-25"
897,"230207193705293555","2020-01-25",1,"2020-01-25"
898,"41092719420703283X","2020-01-25",1,"2020-01-25"
899,"411421194609151044","2020-01-25",1,"2020-01-25"
900,"430321194305022486","2020-01-25",1,"2020-01-25"
901,"431222199706031230","2020-01-25",1,"2020-01-25"
902,"360922199111244260","2020-01-25",1,"2020-01-25"
903,"520526194507164604","2020-01-25",1,"2020-01-25"
904,"130110193601113715","2020-01-25",1,"2020-01-25"
905,"431124200408041417","2020-01-25",1,"2020-01-25"
906,"610527201106290707","2020-01-25",1,"2020-01-25"
907,"350921199306054426","2020-01-25",1,"2020-01-25"
908,"520603201201013612","2020-01-25",1,"2020-01-25"
909,"511621194205070584","2020-01-25",1,"2020-01-25"
910,"532501197601012105","2020-01-25",1,"2020-01-25"
911,"220723200007191234","2020-01-25",1,"2020-01-25"
912,"141025194701102497","2020-01-25",1,"2020-01-25"
913,"230602201607040295","2020-01-25",1,"2020-01-25"
914,"350881196505034935","2020-01-25",1,"2020-01-25"
915,"430212195203160442","2020-01-25",1,"2020-01-25"
916,"331123198709020249","2020-01-25",1,"2020-01-25"
917,"411402193206291591","2020-01-25",1,"2020-01-25"
918,"430503198401120023","2020-01-25",1,"2020-01-25"
919,"230303199007182687","2020-01-25",1,"2020-01-25"
920,"330122197709120029","2020-01-25",1,"2020-01-25"
921,"330106196301103343","2020-01-25",1,"2020-01-25"
922,"532822193301054696","2020-01-25",1,"2020-01-25"
923,"232701196912041283","2020-01-25",1,"2020-01-25"
924,"35052519700902388X","2020-01-25",1,"2020-01-25"
925,"211081194302194100","2020-01-25",1,"2020-01-25"
926,"460105196404233901","2020-01-25",1,"2020-01-25"
927,"53082319940914103X","2020-01-25",1,"2020-01-25"
928,"21140420010904161X","2020-01-25",1,"2020-01-25"
929,"41022219951124141X","2020-01-25",1,"2020-01-25"
930,"513323193604131317","2020-01-25",1,"2020-01-25"
931,"522327200811084479","2020-01-25",1,"2020-01-25"
932,"210711198709153059","2020-01-25",1,"2020-01-25"
933,"540626197207084306","2020-01-25",1,"2020-01-25"
934,"350213196803242530","2020-01-25",1,"2020-01-25"
935,"610423198311173782","2020-01-25",1,"2020-01-25"
936,"450330201003251112","2020-01-25",1,"2020-01-25"
937,"330122193304041893","2020-01-25",1,"2020-01-25"
938,"371121194107304718","2020-01-25",1,"2020-01-25"
939,"130925198408050952","2020-01-25",1,"2020-01-25"
940,"341226197810313523","2020-01-25",1,"2020-01-25"
941,"540104196503261370","2020-01-25",1,"2020-01-25"
942,"430902200709150654","2020-01-25",1,"2020-01-25"
943,"51152419311018094X","2020-01-25",1,"2020-01-25"
944,"450405195912082353","2020-01-25",1,"2020-01-25"
945,"341825197406130692","2020-01-25",1,"2020-01-25"
946,"110106199812150857","2020-01-25",1,"2020-01-25"
947,"34052220000627226X","2020-01-25",1,"2020-01-25"
948,"320903201101134328","2020-01-25",1,"2020-01-25"
949,"610881195205170141","2020-01-25",1,"2020-01-25"
950,"450323200712193682","2020-01-25",1,"2020-01-25"
951,"530802196203180142","2020-01-25",1,"2020-01-25"
952,"220283197410042735","2020-01-25",1,"2020-01-25"
953,"350429200306202619","2020-01-25",1,"2020-01-25"
954,"36082719590713417X","2020-01-25",1,"2020-01-25"
955,"350703195409073329","2020-01-25",1,"2020-01-25"
956,"13070519701118373X","2020-01-25",1,"2020-01-25"
957,"152531199108314691","2020-01-25",1,"2020-01-25"
958,"222406199509104675","2020-01-25",1,"2020-01-25"
959,"620104200906070180","2020-01-25",1,"2020-01-25"
960,"211281194005183174","2020-01-25",1,"2020-01-25"
961,"522729200701262873","2020-01-25",1,"2020-01-25"
962,"411424195412132759","2020-01-25",1,"2020-01-25"
963,"510321200010150286","2020-01-25",1,"2020-01-25"
964,"110101198304063574","2020-01-25",1,"2020-01-25"
965,"320102195212293075","2020-01-25",1,"2020-01-25"
966,"330824197407304851","2020-01-25",1,"2020-01-25"
967,"533301200308132794","2020-01-25",1,"2020-01-25"
968,"410527196402254267","2020-01-25",1,"2020-01-25"
969,"230621195905171630","2020-01-25",1,"2020-01-25"
970,"360702194708034996","2020-01-25",1,"2020-01-25"
971,"632223197211224589","2020-01-25",1,"2020-01-25"
972,"34062119570602297X","2020-01-25",1,"2020-01-25"
973,"511681200806103518","2020-01-25",1,"2020-01-25"
974,"610329201402252459","2020-01-25",1,"2020-01-25"
975,"530113194407293829","2020-01-25",1,"2020-01-25"
976,"421281201702102693","2020-01-25",1,"2020-01-25"
977,"652824196604250524","2020-01-25",1,"2020-01-25"
978,"42030319371031255X","2020-01-25",1,"2020-01-25"
979,"140602199405210055","2020-01-25",1,"2020-01-25"
980,"511304200608082083","2020-01-25",1,"2020-01-25"
981,"42032319600515441X","2020-01-25",1,"2020-01-25"
982,"530924198802073974","2020-01-25",1,"2020-01-25"
983,"610924200503251638","2020-01-25",1,"2020-01-25"
984,"230381200904112309","2020-01-25",1,"2020-01-25"
985,"360830193903280881","2020-01-25",1,"2020-01-25"
986,"130205199106233324","2020-01-25",1,"2020-01-25"
987,"140502194006274096","2020-01-25",1,"2020-01-25"
988,"431223201001140994","2020-01-25",1,"2020-01-25"
989,"652922193603060234","2020-01-25",1,"2020-01-25"
990,"230602201008243146","2020-01-25",1,"2020-01-25"
991,"450702201107181610","2020-01-25",1,"2020-01-25"
992,"152524193806294922","2020-01-25",1,"2020-01-25"
993,"640205195009164015","2020-01-25",1,"2020-01-25"
